statement_id,poll_id,poll_title,poll_url,panel_type,publication_date,topic_or_category,question_label,statement_text,poll_context,n_respondents,n_answered_excluding_no_opinion,n_strongly_agree,n_agree,n_uncertain,n_disagree,n_strongly_disagree,n_no_opinion,n_missing_or_did_not_answer,share_agree,share_disagree,share_uncertain,net_agreement,majority_position,consensus_level,polarization_score,source_csv_url,extraction_method,extraction_notes,issue_categories,category_source,category_confidence,weighted_share_strongly_agree,weighted_share_agree_only,weighted_share_uncertain,weighted_share_disagree_only,weighted_share_strongly_disagree,weighted_share_agree,weighted_share_disagree,weighted_net_agreement,weighted_polarization_score,consensus_direction,consensus_score,consensus_bucket,confidence_weighted_direction,confidence_weighted_score,confidence_weighted_bucket,confidence_weighted_shift,consensus_percentile,share_agree_percentile,confidence_weighted_consensus_percentile,confidence_weighted_share_agree_percentile
europe-energy-costs__question-a,europe__energy-costs,Energy Costs,https://kentclarkcenter.org/surveys/energy-costs/,Europe,2022-06-23,"Environment, Climate Change, & Natural Resources; Monetary Policy, Interest Rates, & Inflation; Taxes & Public Spending",Question A,A windfall tax on the excess profits of large oil and gas companies – with the revenue rebated to households – would be an efficient way to provide temporary relief for the average household in European countries from rising energy costs.,"In her September 2022 State of the Union address , the European Commission president Ursula von der Leyen called for windfall taxes on energy companies’ profits. She also flagged the possibility of price caps to reduce household and business bills for gas and electricity, which have soared in recent months. In June 2022, we invited our European panel to express their views on such proposals. We asked the experts whether they agreed or disagreed with the following statements, and, if so, how strongly and with what degree of confidence: Read More...",48,32,1,15,11,5,0,1,15,0.500000,0.156250,0.343750,0.343750,Agree,Split / disagreement,0.156250,,html,No official CSV download link found; extracted votes from HTML.,Climate/environment; Energy; Monetary policy; Taxation; Fiscal policy; Public finance; International economics,mixed,0.80,0.040000,0.460000,0.330000,0.170000,0.000000,0.500000,0.170000,0.330000,0.170000,Agree,0.156250,Weak consensus,Agree,0.170000,Weak consensus,no,23.55,43.07,21.79,38.50
europe-energy-costs__question-b,europe__energy-costs,Energy Costs,https://kentclarkcenter.org/surveys/energy-costs/,Europe,2022-06-23,"Environment, Climate Change, & Natural Resources; Monetary Policy, Interest Rates, & Inflation; Taxes & Public Spending",Question B,Fiscal measures putting a cap on consumer energy prices would be a more appropriate immediate response to increased inflation in the euro area than raising interest rates.,"In her September 2022 State of the Union address , the European Commission president Ursula von der Leyen called for windfall taxes on energy companies’ profits. She also flagged the possibility of price caps to reduce household and business bills for gas and electricity, which have soared in recent months. In June 2022, we invited our European panel to express their views on such proposals. We asked the experts whether they agreed or disagreed with the following statements, and, if so, how strongly and with what degree of confidence: Read More...",48,32,1,4,4,12,11,1,15,0.156250,0.718750,0.125000,-0.562500,Disagree,Moderate consensus disagree,0.156250,,html,No official CSV download link found; extracted votes from HTML.,Climate/environment; Energy; Monetary policy; Taxation; Fiscal policy; Public finance; International economics,mixed,0.80,0.040000,0.110000,0.070000,0.360000,0.430000,0.150000,0.790000,-0.640000,0.150000,Disagree,0.562500,Moderate consensus,Disagree,0.640000,Strong consensus,no,63.23,13.81,62.43,13.01
us-oil-price-cap__question-a,us__oil-price-cap,Oil Price Cap,https://kentclarkcenter.org/surveys/oil-price-cap/,US,2022-09-14,"Democracy, Government, & Public Policy; Environment, Climate Change, & Natural Resources; International Trade & Exchange Rates",Question A,"A price cap imposed by the G7/EU countries on purchases of Russian oil and oil-related products (and which applies to all importers of Russian oil using Western trade infrastructure, shipping, and insurance) would be an effective measure to reduce the flow of revenues to Russia.","In early September 2022, the finance ministers of the G7 countries confirmed their intention to implement a price cap on purchases of Russian oil and related products. Their objective is to reduce Russia’s ability to fund its invasion of Ukraine while limiting the war’s impact on global energy prices. We invited our European and US experts to express their views on this proposal, asking both panels whether they agree or disagree with the following statements, and, if so, how strongly and with what degree of confidence: Read More...",43,38,1,20,13,4,0,1,4,0.552632,0.105263,0.342105,0.447368,Agree,Split / disagreement,0.105263,https://kentclarkcenter.org/wp-content/uploads/2022/09/2022-09-14-US-EEP-Oil-Price-Cap.csv,mixed,,Political economy; Public finance; Climate/environment; Energy; Trade; International economics,source,0.90,0.050000,0.590000,0.280000,0.080000,0.000000,0.640000,0.080000,0.560000,0.080000,Agree,0.210527,Weak consensus,Agree,0.360000,Moderate consensus,no,31.23,48.08,41.00,51.69
us-oil-price-cap__question-b,us__oil-price-cap,Oil Price Cap,https://kentclarkcenter.org/surveys/oil-price-cap/,US,2022-09-14,"Democracy, Government, & Public Policy; Environment, Climate Change, & Natural Resources; International Trade & Exchange Rates",Question B,The oil price cap imposed by the G7/EU countries will not have a substantial effect on the world oil price (such as the Brent crude benchmark).,"In early September 2022, the finance ministers of the G7 countries confirmed their intention to implement a price cap on purchases of Russian oil and related products. Their objective is to reduce Russia’s ability to fund its invasion of Ukraine while limiting the war’s impact on global energy prices. We invited our European and US experts to express their views on this proposal, asking both panels whether they agree or disagree with the following statements, and, if so, how strongly and with what degree of confidence: Read More...",43,37,1,16,17,2,1,2,4,0.459459,0.081081,0.459459,0.378378,No clear majority,Split / disagreement,0.081081,https://kentclarkcenter.org/wp-content/uploads/2022/09/2022-09-14-US-EEP-Oil-Price-Cap.csv,mixed,,Political economy; Public finance; Climate/environment; Energy; Trade; International economics,source,0.90,0.040000,0.460000,0.400000,0.060000,0.050000,0.500000,0.110000,0.390000,0.110000,Agree,0.000000,No clear consensus,Agree,0.100000,No clear consensus,no,1.34,38.11,13.95,38.50
europe-oil-price-cap-2__question-a,europe__oil-price-cap-2,Oil Price Cap,https://kentclarkcenter.org/surveys/oil-price-cap-2/,Europe,2022-09-14,"Democracy, Government, & Public Policy; Environment, Climate Change, & Natural Resources; International Trade & Exchange Rates",Question A,"A price cap imposed by the G7/EU countries on purchases of Russian oil and oil-related products (and which applies to all importers of Russian oil using Western trade infrastructure, shipping, and insurance) would be an effective measure to reduce the flow of revenues to Russia.","In early September 2022, the finance ministers of the G7 countries confirmed their intention to implement a price cap on purchases of Russian oil and related products. Their objective is to reduce Russia’s ability to fund its invasion of Ukraine while limiting the war’s impact on global energy prices. We invited our European and US experts to express their views on this proposal, asking both panels whether they agree or disagree with the following statements, and, if so, how strongly and with what degree of confidence: Read More...",49,36,4,20,9,2,1,2,11,0.666667,0.083333,0.250000,0.583333,Agree,Moderate consensus agree,0.083333,https://kentclarkcenter.org/wp-content/uploads/2022/09/2022-09-14-Euro-EEP-Oil-Price-Cap.csv,mixed,,Political economy; Public finance; Climate/environment; Energy; Trade; International economics,source,0.90,0.160000,0.570000,0.200000,0.040000,0.040000,0.730000,0.080000,0.650000,0.080000,Agree,0.416667,Moderate consensus,Agree,0.530000,Moderate consensus,no,51.74,58.85,54.41,60.38
europe-oil-price-cap-2__question-b,europe__oil-price-cap-2,Oil Price Cap,https://kentclarkcenter.org/surveys/oil-price-cap-2/,Europe,2022-09-14,"Democracy, Government, & Public Policy; Environment, Climate Change, & Natural Resources; International Trade & Exchange Rates",Question B,The oil price cap imposed by the G7/EU countries will not have a substantial effect on the world oil price (such as the Brent crude benchmark).,"In early September 2022, the finance ministers of the G7 countries confirmed their intention to implement a price cap on purchases of Russian oil and related products. Their objective is to reduce Russia’s ability to fund its invasion of Ukraine while limiting the war’s impact on global energy prices. We invited our European and US experts to express their views on this proposal, asking both panels whether they agree or disagree with the following statements, and, if so, how strongly and with what degree of confidence: Read More...",49,35,3,15,13,4,0,3,11,0.514286,0.114286,0.371429,0.400000,Agree,Split / disagreement,0.114286,https://kentclarkcenter.org/wp-content/uploads/2022/09/2022-09-14-Euro-EEP-Oil-Price-Cap.csv,mixed,,Political economy; Public finance; Climate/environment; Energy; Trade; International economics,source,0.90,0.130000,0.460000,0.300000,0.110000,0.000000,0.590000,0.110000,0.480000,0.110000,Agree,0.142857,No clear consensus,Agree,0.290000,Weak consensus,no,21.63,44.77,34.45,47.15
us-student-loan-relief__question-a,us__student-loan-relief,Student Loan Relief,https://kentclarkcenter.org/surveys/student-loan-relief/,US,2022-09-27,Education & Skills; Social Policy & Society,Question A,The administration’s loan relief plan will not have a substantial impact on inflation in either direction.,,43,39,4,22,9,4,0,1,3,0.666667,0.102564,0.230769,0.564103,Agree,Moderate consensus agree,0.102564,https://kentclarkcenter.org/wp-content/uploads/2022/09/2022-09-14-US-EEP-Student-Loan-Relief.csv,mixed,,Education; Labor markets; Political economy; Monetary policy; Fiscal policy,mixed,0.80,0.120000,0.540000,0.220000,0.110000,0.000000,0.660000,0.110000,0.550000,0.110000,Agree,0.435898,Moderate consensus,Agree,0.440000,Moderate consensus,no,53.53,58.85,47.24,54.01
us-student-loan-relief__question-b,us__student-loan-relief,Student Loan Relief,https://kentclarkcenter.org/surveys/student-loan-relief/,US,2022-09-27,Education & Skills; Social Policy & Society,Question B,A longer-term impact of the administration’s loan relief plan is likely to be substantially higher tuition fees at some universities.,,43,39,0,14,16,9,0,1,3,0.358974,0.230769,0.410256,0.128205,No clear majority,Split / disagreement,0.230769,https://kentclarkcenter.org/wp-content/uploads/2022/09/2022-09-14-US-EEP-Student-Loan-Relief.csv,mixed,,Education; Labor markets; Political economy; Monetary policy; Fiscal policy,mixed,0.80,0.000000,0.380000,0.400000,0.220000,0.000000,0.380000,0.220000,0.160000,0.220000,Uncertain,0.051282,No clear consensus,Uncertain,0.020000,No clear consensus,no,7.10,29.13,3.30,28.79
us-student-loan-relief__question-c,us__student-loan-relief,Student Loan Relief,https://kentclarkcenter.org/surveys/student-loan-relief/,US,2022-09-27,Education & Skills; Social Policy & Society,Question C,A longer-term impact of the administration’s loan relief plan is likely to be measurably higher student debt burdens in anticipation of future forgiveness.,,43,39,2,14,17,6,0,1,3,0.410256,0.153846,0.435897,0.256410,No clear majority,Split / disagreement,0.153846,https://kentclarkcenter.org/wp-content/uploads/2022/09/2022-09-14-US-EEP-Student-Loan-Relief.csv,mixed,,Education; Labor markets; Political economy; Monetary policy; Fiscal policy,mixed,0.80,0.110000,0.350000,0.390000,0.160000,0.000000,0.460000,0.160000,0.300000,0.160000,Uncertain,0.025641,No clear consensus,Agree,0.070000,No clear consensus,yes,3.22,33.42,10.20,35.12
europe-bankers-bonus-cap__question-a,europe__bankers-bonus-cap,Bankers’ Bonus Cap,https://kentclarkcenter.org/surveys/bankers-bonus-cap/,Europe,2022-10-04,"Financial Markets & Banking; Regulation, Competition, & Market Power",Question A,The UK’s removal of the cap on bankers' bonuses (introduced by the EU in 2014 and which limits payouts to two times annual base salary) will provide a measurable boost to the country’s economic growth.,,49,44,0,0,2,29,13,0,5,0.000000,0.954545,0.045455,-0.954545,Disagree,Strong consensus disagree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2022/09/2022-10-04-Euro-EEP-Bankers-Bonus-Cap.csv,mixed,,Banking; Financial regulation; Antitrust/competition; Growth/productivity; International economics,mixed,0.80,0.000000,0.000000,0.030000,0.600000,0.370000,0.000000,0.970000,-0.970000,0.000000,Disagree,0.909090,Strong consensus,Disagree,0.940000,Strong consensus,no,90.88,1.39,91.31,1.34
europe-bankers-bonus-cap__question-b,europe__bankers-bonus-cap,Bankers’ Bonus Cap,https://kentclarkcenter.org/surveys/bankers-bonus-cap/,Europe,2022-10-04,"Financial Markets & Banking; Regulation, Competition, & Market Power",Question B,Removing the cap on bankers' bonuses will measurably enhance the global competitiveness of the UK’s financial services sector.,,49,44,1,8,18,15,2,0,5,0.204545,0.386364,0.409091,-0.181818,No clear majority,Split / disagreement,0.204545,https://kentclarkcenter.org/wp-content/uploads/2022/09/2022-10-04-Euro-EEP-Bankers-Bonus-Cap.csv,mixed,,Banking; Financial regulation; Antitrust/competition; Growth/productivity; International economics,mixed,0.80,0.030000,0.140000,0.380000,0.380000,0.070000,0.170000,0.450000,-0.280000,0.170000,Uncertain,0.022727,No clear consensus,Disagree,0.070000,No clear consensus,yes,2.73,17.25,10.20,14.44
europe-bankers-bonus-cap__question-c,europe__bankers-bonus-cap,Bankers’ Bonus Cap,https://kentclarkcenter.org/surveys/bankers-bonus-cap/,Europe,2022-10-04,"Financial Markets & Banking; Regulation, Competition, & Market Power",Question C,Removing the cap on bankers' bonuses will pose a measurable risk to financial stability in the UK.,,49,44,0,9,14,19,2,0,5,0.204545,0.477273,0.318182,-0.272727,No clear majority,Split / disagreement,0.204545,https://kentclarkcenter.org/wp-content/uploads/2022/09/2022-10-04-Euro-EEP-Bankers-Bonus-Cap.csv,mixed,,Banking; Financial regulation; Antitrust/competition; Growth/productivity; International economics,mixed,0.80,0.000000,0.210000,0.320000,0.430000,0.040000,0.210000,0.470000,-0.260000,0.210000,Disagree,0.159091,Weak consensus,Disagree,0.150000,No clear consensus,no,24.08,17.25,19.61,17.07
us-liquidity__question-a,us__liquidity,Liquidity,https://kentclarkcenter.org/surveys/liquidity/,US,2014-06-03,Financial Markets & Banking; Social Policy & Society,Question A,There is a social value to having institutions that issue liquid liabilities that are backed by illiquid assets.,,45,36,15,17,4,0,0,4,5,0.888889,0.000000,0.111111,0.888889,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2020/12/2014-06-03-US-EEP-Liquidity.csv,mixed,,Banking; Financial regulation; Political economy,source,0.90,0.560000,0.420000,0.020000,0.000000,0.000000,0.980000,0.000000,0.980000,0.000000,Agree,0.777778,Strong consensus,Agree,0.960000,Strong consensus,no,80.16,83.33,93.14,93.85
us-hurricane-economics__question-a,us__hurricane-economics,Hurricane Economics,https://kentclarkcenter.org/surveys/hurricane-economics/,US,2022-10-11,"Economic Growth, Development, & Productivity; Environment, Climate Change, & Natural Resources; Financial Markets & Banking",Question A,"In the aftermath of Hurricane Ian, the level of Florida’s GDP in five years will be substantially lower than it otherwise would.",,43,38,0,5,13,18,2,1,4,0.131579,0.526316,0.342105,-0.394737,Disagree,Split / disagreement,0.131579,https://kentclarkcenter.org/wp-content/uploads/2022/10/2022-10-11-US-EEP-Hurricane-Economics.csv,mixed,,Growth/productivity; Climate/environment; Energy; Banking; Financial regulation,source,0.90,0.000000,0.160000,0.370000,0.410000,0.060000,0.160000,0.470000,-0.310000,0.160000,Disagree,0.184211,Weak consensus,Disagree,0.100000,No clear consensus,no,27.61,12.29,13.95,13.77
us-hurricane-economics__question-b,us__hurricane-economics,Hurricane Economics,https://kentclarkcenter.org/surveys/hurricane-economics/,US,2022-10-11,"Economic Growth, Development, & Productivity; Environment, Climate Change, & Natural Resources; Financial Markets & Banking",Question B,The prospect of further costly extreme weather events means that there is a substantial chance that some private property insurance markets will no longer exist in ten years in states such as Florida.,,43,39,6,21,7,5,0,0,4,0.692308,0.128205,0.179487,0.564103,Agree,Moderate consensus agree,0.128205,https://kentclarkcenter.org/wp-content/uploads/2022/10/2022-10-11-US-EEP-Hurricane-Economics.csv,mixed,,Growth/productivity; Climate/environment; Energy; Banking; Financial regulation,source,0.90,0.190000,0.510000,0.180000,0.120000,0.000000,0.700000,0.120000,0.580000,0.120000,Agree,0.512821,Moderate consensus,Agree,0.520000,Moderate consensus,no,59.12,61.97,53.25,57.22
us-hurricane-economics__question-c,us__hurricane-economics,Hurricane Economics,https://kentclarkcenter.org/surveys/hurricane-economics/,US,2022-10-11,"Economic Growth, Development, & Productivity; Environment, Climate Change, & Natural Resources; Financial Markets & Banking",Question C,"Without large government subsidies, mandated flood insurance requirements would substantially reduce losses from subsequent natural disasters by encouraging economic activity to migrate from the most flood-prone areas.",,43,39,6,29,2,2,0,0,4,0.897436,0.051282,0.051282,0.846154,Agree,Strong consensus agree,0.051282,https://kentclarkcenter.org/wp-content/uploads/2022/10/2022-10-11-US-EEP-Hurricane-Economics.csv,mixed,,Growth/productivity; Climate/environment; Energy; Banking; Financial regulation,source,0.90,0.190000,0.720000,0.030000,0.060000,0.000000,0.910000,0.060000,0.850000,0.060000,Agree,0.846154,Strong consensus,Agree,0.850000,Strong consensus,no,86.06,84.99,81.86,82.53
europe-banks-and-financial-crises-2__question-a,europe__banks-and-financial-crises-2,Banks and Financial Crises,https://kentclarkcenter.org/surveys/banks-and-financial-crises-2/,Europe,2022-10-18,"Business Cycles, Recessions, & Crises; Financial Markets & Banking",Question A,Research on the nature and impact of bank runs has made it possible to limit the occurrence of financial crises and the economic damage they cause.,,49,38,13,23,1,1,0,2,9,0.947368,0.026316,0.026316,0.921053,Agree,Strong consensus agree,0.026316,https://kentclarkcenter.org/wp-content/uploads/2022/10/2022-10-18-Euro-EEP-Banks-and-Financial-Crises.csv,mixed,,Banking; Financial regulation,source,0.90,0.380000,0.580000,0.010000,0.030000,0.000000,0.960000,0.030000,0.930000,0.030000,Agree,0.921052,Strong consensus,Agree,0.930000,Strong consensus,no,91.47,91.29,90.24,90.46
europe-banks-and-financial-crises-2__question-b,europe__banks-and-financial-crises-2,Banks and Financial Crises,https://kentclarkcenter.org/surveys/banks-and-financial-crises-2/,Europe,2022-10-18,"Business Cycles, Recessions, & Crises; Financial Markets & Banking",Question B,"Despite repeated reforms of financial regulation (and macroprudential policies in some countries), there will always be occasional financial crises.",,49,39,14,24,1,0,0,1,9,0.974359,0.000000,0.025641,0.974359,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2022/10/2022-10-18-Euro-EEP-Banks-and-Financial-Crises.csv,mixed,,Banking; Financial regulation,source,0.90,0.390000,0.590000,0.020000,0.000000,0.000000,0.980000,0.000000,0.980000,0.000000,Agree,0.948718,Strong consensus,Agree,0.960000,Strong consensus,no,94.19,94.82,93.14,93.85
us-banks-and-financial-crises__question-a,us__banks-and-financial-crises,Banks and Financial Crises,https://kentclarkcenter.org/surveys/banks-and-financial-crises/,US,2022-10-18,"Business Cycles, Recessions, & Crises; Financial Markets & Banking",Question A,Research on the nature and impact of bank runs has made it possible to limit substantially the wider economic damage from financial crises.,,43,37,7,23,6,1,0,0,6,0.810811,0.027027,0.162162,0.783784,Agree,Strong consensus agree,0.027027,https://kentclarkcenter.org/wp-content/uploads/2022/10/2022-10-18-US-EEP-Banks-and-Financial-Crises.csv,mixed,,Banking; Financial regulation,source,0.90,0.210000,0.630000,0.140000,0.020000,0.000000,0.840000,0.020000,0.820000,0.020000,Agree,0.648649,Strong consensus,Agree,0.700000,Strong consensus,no,69.79,72.88,67.20,71.21
us-banks-and-financial-crises__question-b,us__banks-and-financial-crises,Banks and Financial Crises,https://kentclarkcenter.org/surveys/banks-and-financial-crises/,US,2022-10-18,"Business Cycles, Recessions, & Crises; Financial Markets & Banking",Question B,Reforms of financial regulation since 2008 (and macroprudential policies in some countries) will not substantially reduce the probability of financial crises.,,43,36,0,7,15,11,3,1,6,0.194444,0.388889,0.416667,-0.194444,No clear majority,Split / disagreement,0.194444,https://kentclarkcenter.org/wp-content/uploads/2022/10/2022-10-18-US-EEP-Banks-and-Financial-Crises.csv,mixed,,Banking; Financial regulation,source,0.90,0.000000,0.190000,0.380000,0.270000,0.160000,0.190000,0.430000,-0.240000,0.190000,Uncertain,0.027778,No clear consensus,Disagree,0.050000,No clear consensus,yes,4.20,16.49,8.02,15.82
us-computer-chips__question-a,us__computer-chips,Computer Chips,https://kentclarkcenter.org/surveys/computer-chips/,US,2022-11-01,"International Trade & Exchange Rates; Science, Technology, & Innovation",Question A,"Given the centrality of semiconductors to the manufacturing of many products, securing reliable supplies should be a key strategic objective of national policy.",,43,35,9,23,3,0,0,0,8,0.914286,0.000000,0.085714,0.914286,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2022/11/2022-11-01-US-EEP-Computer-Chips.csv,mixed,,Trade; International economics; Growth/productivity; Industrial policy,source,0.90,0.340000,0.590000,0.070000,0.000000,0.000000,0.930000,0.000000,0.930000,0.000000,Agree,0.828572,Strong consensus,Agree,0.860000,Strong consensus,no,84.50,87.40,82.93,85.38
us-computer-chips__question-b,us__computer-chips,Computer Chips,https://kentclarkcenter.org/surveys/computer-chips/,US,2022-11-01,"International Trade & Exchange Rates; Science, Technology, & Innovation",Question B,Restrictions on exports of semiconductors and related high-tech equipment to China will substantially improve US technological leadership.,,43,35,0,7,24,4,0,0,8,0.200000,0.114286,0.685714,0.085714,Uncertain,Uncertain consensus,0.114286,https://kentclarkcenter.org/wp-content/uploads/2022/11/2022-11-01-US-EEP-Computer-Chips.csv,mixed,,Trade; International economics; Growth/productivity; Industrial policy,source,0.90,0.000000,0.220000,0.600000,0.180000,0.000000,0.220000,0.180000,0.040000,0.180000,Uncertain,0.485714,Moderate consensus,Uncertain,0.380000,Moderate consensus,no,57.51,16.93,42.20,17.83
finance-passive-investing__question-a,finance__passive-investing,Passive Investing,https://kentclarkcenter.org/surveys/passive-investing/,Finance,2022-11-08,Investment Management; Investments,Question A,The amount of passively invested funds has reached levels at which it has a measurable detrimental effect on market efficiency.,,40,36,0,3,11,15,7,1,3,0.083333,0.611111,0.305556,-0.527778,Disagree,Split / disagreement,0.083333,https://kentclarkcenter.org/wp-content/uploads/2022/11/2022-11-08-Finance-Passive-Investing.csv,mixed,,Financial regulation,source,0.90,0.000000,0.100000,0.240000,0.420000,0.240000,0.100000,0.660000,-0.560000,0.100000,Disagree,0.305555,Weak consensus,Disagree,0.420000,Moderate consensus,no,41.42,8.27,45.81,9.71
europe-responding-to-carbon-leakage__question-a,europe__responding-to-carbon-leakage,Responding to Carbon Leakage,https://kentclarkcenter.org/surveys/responding-to-carbon-leakage/,Europe,2022-11-09,"Environment, Climate Change, & Natural Resources; International Trade & Exchange Rates",Question A,The carbon border adjustment mechanism will ensure that the European Union’s green objectives are not undermined by the relocation of EU production in the sectors under the mechanism to non-EU countries with less ambitious climate policies (‘carbon leakage').,,49,33,4,22,7,0,0,2,14,0.787879,0.000000,0.212121,0.787879,Agree,Moderate consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2022/11/2022-11-08-Euro-EEP-Responding-to-Carbon-Leakage.csv,mixed,,Climate/environment; Energy; Trade; International economics,source,0.90,0.170000,0.720000,0.110000,0.000000,0.000000,0.890000,0.000000,0.890000,0.000000,Agree,0.575758,Moderate consensus,Agree,0.780000,Strong consensus,no,64.16,70.82,75.13,79.28
europe-responding-to-carbon-leakage__question-b,europe__responding-to-carbon-leakage,Responding to Carbon Leakage,https://kentclarkcenter.org/surveys/responding-to-carbon-leakage/,Europe,2022-11-09,"Environment, Climate Change, & Natural Resources; International Trade & Exchange Rates",Question B,"To the extent that the carbon border adjustment mechanism is effective in reducing emissions and carbon leakage, it will impose substantial costs on the economies of poorer countries.",,49,33,0,4,24,5,0,2,14,0.121212,0.151515,0.727273,-0.030303,Uncertain,Uncertain consensus,0.121212,https://kentclarkcenter.org/wp-content/uploads/2022/11/2022-11-08-Euro-EEP-Responding-to-Carbon-Leakage.csv,mixed,,Climate/environment; Energy; Trade; International economics,source,0.90,0.000000,0.160000,0.680000,0.160000,0.000000,0.160000,0.160000,0.000000,0.160000,Uncertain,0.575758,Moderate consensus,Uncertain,0.520000,Moderate consensus,no,64.16,11.17,53.25,13.77
finance-banks-and-financial-crises-3__question-a,finance__banks-and-financial-crises-3,Banks and Financial Crises,https://kentclarkcenter.org/surveys/banks-and-financial-crises-3/,Finance,2022-10-18,Banking; Finance and the Economy; Financial Crises; Financial Regulation,Question A,Research on the nature and impact of bank runs has made it possible to limit substantially the wider economic damage from financial crises.,,41,41,7,28,3,3,0,0,0,0.853659,0.073171,0.073171,0.780488,Agree,Strong consensus agree,0.073171,https://kentclarkcenter.org/wp-content/uploads/2022/10/2022-10-18-Finance-Banks-and-Financial-Crises.csv,mixed,,Banking; Financial regulation,source,0.90,0.200000,0.690000,0.040000,0.070000,0.000000,0.890000,0.070000,0.820000,0.070000,Agree,0.780488,Strong consensus,Agree,0.820000,Strong consensus,no,80.34,79.09,78.65,79.28
finance-banks-and-financial-crises-3__question-b,finance__banks-and-financial-crises-3,Banks and Financial Crises,https://kentclarkcenter.org/surveys/banks-and-financial-crises-3/,Finance,2022-10-18,Banking; Finance and the Economy; Financial Crises; Financial Regulation,Question B,Reforms of financial regulation since 2008 (and macroprudential policies in some countries) will not substantially reduce the probability of financial crises.,,41,39,1,10,14,11,3,2,0,0.282051,0.358974,0.358974,-0.076923,No clear majority,Split / disagreement,0.282051,https://kentclarkcenter.org/wp-content/uploads/2022/10/2022-10-18-Finance-Banks-and-Financial-Crises.csv,mixed,,Banking; Financial regulation,source,0.90,0.030000,0.230000,0.350000,0.290000,0.100000,0.260000,0.390000,-0.130000,0.260000,Disagree,0.000000,No clear consensus,Disagree,0.040000,No clear consensus,no,1.34,23.06,6.82,20.59
finance-executive-pay-2__question-a,finance__executive-pay-2,Executive Pay,https://kentclarkcenter.org/surveys/executive-pay-2/,Finance,2022-09-21,Corporate Governance; Financial Regulation,Question A,The typical chief executive officer of a publicly traded corporation in the U.S. is paid more than his or her marginal contribution to the firm's value.,,43,36,0,4,18,8,6,0,7,0.111111,0.388889,0.500000,-0.277778,Uncertain,Split / disagreement,0.111111,https://kentclarkcenter.org/wp-content/uploads/2022/09/2022-09-21-Finance-Executive-Pay.csv,mixed,,Financial regulation,source,0.90,0.000000,0.130000,0.430000,0.200000,0.230000,0.130000,0.430000,-0.300000,0.130000,Uncertain,0.111111,No clear consensus,Disagree,0.000000,No clear consensus,yes,17.29,10.05,0.49,11.85
finance-executive-pay-2__question-b,finance__executive-pay-2,Executive Pay,https://kentclarkcenter.org/surveys/executive-pay-2/,Finance,2022-09-21,Corporate Governance; Financial Regulation,Question B,Mandating that U.S. publicly listed corporations must allow shareholders to cast a non-binding vote on executive compensation was a good idea.,,43,35,2,16,6,6,5,1,7,0.514286,0.314286,0.171429,0.200000,Agree,Split / disagreement,0.314286,https://kentclarkcenter.org/wp-content/uploads/2022/09/2022-09-21-Finance-Executive-Pay.csv,mixed,,Financial regulation,source,0.90,0.070000,0.440000,0.150000,0.170000,0.170000,0.510000,0.340000,0.170000,0.340000,Agree,0.200000,Weak consensus,Agree,0.170000,Weak consensus,no,29.49,44.77,21.79,39.57
finance-stakeholder-capitalism-3__question-a,finance__stakeholder-capitalism-3,Stakeholder Capitalism,https://kentclarkcenter.org/surveys/stakeholder-capitalism-3/,Finance,2022-09-21,Corporate Governance; Finance and the Economy,Question A,Having companies run to maximize shareholder value creates significant negative externalities for workers and communities.,,43,41,1,12,8,18,2,0,2,0.317073,0.487805,0.195122,-0.170732,No clear majority,Split / disagreement,0.317073,https://kentclarkcenter.org/wp-content/uploads/2022/09/2022-09-21-Finance-Stakeholder-Capitalism.csv,mixed,,Financial regulation,source,0.90,0.030000,0.290000,0.180000,0.450000,0.060000,0.320000,0.510000,-0.190000,0.320000,Disagree,0.170732,Weak consensus,Disagree,0.190000,Weak consensus,no,25.20,26.23,24.87,24.51
finance-stakeholder-capitalism-3__question-b,finance__stakeholder-capitalism-3,Stakeholder Capitalism,https://kentclarkcenter.org/surveys/stakeholder-capitalism-3/,Finance,2022-09-21,Corporate Governance; Finance and the Economy,Question B,"Appropriately managed corporations could create significantly greater value than they currently do for a range of stakeholders – including workers, suppliers, customers and community members – with negligible impacts on shareholder value.",,43,41,1,7,11,13,9,0,2,0.195122,0.536585,0.268293,-0.341463,Disagree,Split / disagreement,0.195122,https://kentclarkcenter.org/wp-content/uploads/2022/09/2022-09-21-Finance-Stakeholder-Capitalism.csv,mixed,,Financial regulation,source,0.90,0.020000,0.190000,0.230000,0.300000,0.260000,0.210000,0.560000,-0.350000,0.210000,Disagree,0.268292,Weak consensus,Disagree,0.330000,Weak consensus,no,37.71,16.67,38.28,17.07
